onem2m,oneiota,similarity
ObjectUnionOf(ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#StepDownCommand> <http://w3id.org/saref#StepUpCommand>))) ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Electric_current> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://www.wurvoc.org/vocabularies/om-1.8/ampere>)))),0.2
ObjectUnionOf(ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#StepDownCommand> <http://w3id.org/saref#StepUpCommand>))) ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>))),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Humidity>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Humidity>))),0.25
ObjectUnionOf(ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#StepDownCommand> <http://w3id.org/saref#StepUpCommand>))) ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>))),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Colour_temperature>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Colour_temperature>))),0.3
ObjectUnionOf(ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#StepDownCommand> <http://w3id.org/saref#StepUpCommand>))) ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Mass>)),0.296296296
ObjectUnionOf(ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#StepDownCommand> <http://w3id.org/saref#StepUpCommand>))) ObjectIntersectionOf(<http://w3id.org/saref#Multimedia> <http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),0.175438596
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Height>)),0.666666667
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_flow_rate>)),0.333333333
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampler> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeSampling> ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampling> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)))),0
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),0.3125
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),0
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),<http://www.w3.org/ns/sosa/Sensor>,0.099547511
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Occupancy>)),0.5
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#State>)),0.333333333
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://w3id.org/saref#LightingDevice> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)),0.36
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0.3125
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.666666667
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),0.37037037
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),0.545454545
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#ToggleCommand>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0.260869565
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Motion>)),0.956521739
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuation> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Temperature>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Temperature>))),0.461538462
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Energy>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Power>)),0.4
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Smoke>)),0.461538462
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),0.344827586
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),0.230769231
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),0.290322581
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#SetAbsoluteLevelCommand>)),0.2
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),0.1875
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Electric_current> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#ampere>))) ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Frequency> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://www.wurvoc.org/vocabularies/om-1.8/hertz>)))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Electric_current> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#ampere>))) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Frequency> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#hertz>))) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#volt>)))) ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#volt>)))),0.173913043
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://www.wurvoc.org/vocabularies/om-1.8/hectopascal>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Pressure>))),0.428571429
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Light>))),0.514285714
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Electric_current> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://www.wurvoc.org/vocabularies/om-1.8/ampere>)))),0.285714286
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Humidity>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Humidity>))),0.529411765
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Colour_temperature>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Colour_temperature>))),0.285714286
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Mass>)),0.333333333
ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Motion>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),0.391304348
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Height>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_flow_rate>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampler> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeSampling> ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampling> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)))),NaN
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),NaN
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),<http://www.w3.org/ns/sosa/Sensor>,0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Occupancy>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#State>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://w3id.org/saref#LightingDevice> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),0
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#ToggleCommand>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0
