oneiota,ipso,similarity
ObjectIntersectionOf(<http://w3id.org/saref#LightingDevice> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference>)),0.375
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),<http://w3id.org/saref#Sensor>,0.078313253
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Light>)),0.263157895
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_fraction>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),<http://w3id.org/saref#TemperatureSensor>,0.263157895
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Humidity>)),0.27027027
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electrical_conductance>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),<http://w3id.org/saref#Switch>,0.351351351
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),<http://w3id.org/saref#Actuator>,0.30952381
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Power>)),0.294117647
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Time>)),0.294117647
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Sound_power_level>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.3125
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electric_current>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Frequency>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acidity>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Number>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Energy>)),0.294117647
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Pressure>)),0.238095238
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Distance>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://org.semanticweb.owlapi/error#Error1>)),0.322580645
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference>)),0.322580645
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),<http://w3id.org/saref#Sensor>,0.144654088
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Light>)),0.545454545
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_fraction>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),<http://w3id.org/saref#TemperatureSensor>,0.545454545
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Humidity>)),0.5625
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electrical_conductance>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),<http://w3id.org/saref#Switch>,0.261904762
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),<http://w3id.org/saref#Actuator>,0.234042553
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Power>)),0.620689655
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Time>)),0.620689655
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Sound_power_level>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.956521739
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electric_current>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Frequency>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acidity>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Number>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Energy>)),0.620689655
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Pressure>)),0.486486486
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Distance>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://org.semanticweb.owlapi/error#Error1>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference>)),0.692307692
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),<http://w3id.org/saref#Sensor>,0.080745342
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Light>)),0.303030303
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_fraction>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),<http://w3id.org/saref#TemperatureSensor>,0.303030303
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Humidity>)),0.3125
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electrical_conductance>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),<http://w3id.org/saref#Switch>,0.323529412
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),<http://w3id.org/saref#Actuator>,0.282051282
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Power>)),0.344827586
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Time>)),0.344827586
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Sound_power_level>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.37037037
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electric_current>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Frequency>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acidity>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Number>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Energy>)),0.344827586
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Pressure>)),0.27027027
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Distance>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://org.semanticweb.owlapi/error#Error1>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference>)),0.384615385
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),<http://w3id.org/saref#Sensor>,0.182389937
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Light>)),0.965517241
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_fraction>)),0.5625
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),<http://w3id.org/saref#TemperatureSensor>,0.461538462
