term,label
http://www.wurvoc.org/vocabularies/om-1.8/teaspoon-US,teaspoon (US)
http://www.wurvoc.org/vocabularies/om-1.8/franklin,franklin
http://www.wurvoc.org/vocabularies/om-1.8/hectogram,hectogram
http://www.wurvoc.org/vocabularies/om-1.8/kilogram_second-time_to_the_power_-2,kilogram second to the power -2
http://www.wurvoc.org/vocabularies/om-1.8/unofficial_abbreviation,unofficial abbreviation
http://www.wurvoc.org/vocabularies/om-1.8/hartley,hartley
http://w3id.org/saref#hasFunction,has function
http://www.wurvoc.org/vocabularies/om-1.8/Number_wilted_leaves,number wilted leaves
http://www.wurvoc.org/vocabularies/om-1.8/Displacement_vector_of_an_ion,displacement vector of an ion
http://www.wurvoc.org/vocabularies/om-1.8/nanomole,nanomole
http://www.wurvoc.org/vocabularies/om-1.8/square_metre_day,square metre day
http://www.wurvoc.org/vocabularies/om-1.8/Velocity_of_longitudinal_waves,velocity of longitudinal waves
http://www.wurvoc.org/vocabularies/om-1.8/yottaohm,yottaohm
http://www.wurvoc.org/vocabularies/om-1.8/Magnetic_dipole_moment,magnetic dipole moment
http://www.wurvoc.org/vocabularies/om-1.8/katal,katal
http://www.wurvoc.org/vocabularies/om-1.8/yottakatal,yottakatal
http://www.wurvoc.org/vocabularies/om-1.8/measurement_scale,measurement scale
http://www.wurvoc.org/vocabularies/om-1.8/petahertz,petahertz
http://www.wurvoc.org/vocabularies/om-1.8/Power_density,power density
http://www.wurvoc.org/vocabularies/om-1.8/Magnetomotive_force,magnetomotive force
http://www.wurvoc.org/vocabularies/om-1.8/Breadth,breadth
http://w3id.org/saref#Drying,Drying
http://www.wurvoc.org/vocabularies/om-1.8/mebi,mebi
http://www.w3.org/ns/sosa/isFeatureOfInterestOf,is feature of interest of
http://www.wurvoc.org/vocabularies/om-1.8/centisteradian,centisteradian
http://www.wurvoc.org/vocabularies/om-1.8/y_magnitude,y magnitude
http://www.wurvoc.org/vocabularies/om-1.8/Magnetic_Reynolds_number,magnetic Reynolds number
https://w3id.org/pep/Procedure,Procedure
http://www.wurvoc.org/vocabularies/om-1.8/yottamolair,yottamolair
http://www.wurvoc.org/vocabularies/om-1.8/nanoweber,nanoweber
http://www.wurvoc.org/vocabularies/om-1.8/decabecquerel,decabecquerel
http://www.wurvoc.org/vocabularies/om-1.8/Mean_free_path,mean free path
http://www.wurvoc.org/vocabularies/om-1.8/Dry_mass,dry mass
http://www.wurvoc.org/vocabularies/om-1.8/Reaction_energy,reaction energy
http://www.wurvoc.org/vocabularies/om-1.8/deci,deci
http://www.wurvoc.org/vocabularies/om-1.8/gigayear_cubic_kiloparsec,gigayear cubic kiloparsec
http://w3id.org/saref#On,On
http://www.wurvoc.org/vocabularies/om-1.8/Magnetic_pressure,magnetic pressure
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_megametre,mole per megametre
http://www.wurvoc.org/vocabularies/om-1.8/second-time_per_square_metre,second per square metre
http://www.wurvoc.org/vocabularies/om-1.8/Entropy,entropy
http://www.w3.org/ns/sosa/madeByActuator,made by actuator
http://www.wurvoc.org/vocabularies/om-1.8/yoctosecond-time_squared,yoctosecond squared
http://www.wurvoc.org/vocabularies/om-1.8/nanogram_per_litre,nanogram per litre
http://www.wurvoc.org/vocabularies/om-1.8/_156_5985_on_the_Celsius_scale,156.5985 on the Celsius scale
http://www.wurvoc.org/vocabularies/om-1.8/minute-hour_angle,minute (hour angle)
http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_Escherichia_coli_count,Escherichia coli count (volumetric)
http://www.wurvoc.org/vocabularies/om-1.8/Grashof_number,Grashof number
http://w3id.org/saref#SetAbsoluteLevel,Set absolute level
http://www.wurvoc.org/vocabularies/om-1.8/litre_per_mole,litre per mole
http://www.wurvoc.org/vocabularies/om-1.8/decalitre,decalitre
http://www.wurvoc.org/vocabularies/om-1.8/gigayear_cubic_parsec,gigayear cubic parsec
https://w3id.org/seas/connectedTo,connected to
http://www.wurvoc.org/vocabularies/om-1.8/Aberration_in_latitude,aberration in latitude
http://www.wurvoc.org/vocabularies/om-1.8/Symbol_rate,symbol rate
http://www.wurvoc.org/vocabularies/om-1.8/Level_width,level width
http://www.wurvoc.org/vocabularies/om-1.8/megaparsec,megaparsec
http://www.wurvoc.org/vocabularies/om-1.8/examolair,examolair
http://w3id.org/saref#Motion,Motion
http://www.wurvoc.org/vocabularies/om-1.8/Plane_angle,plane angle
http://www.wurvoc.org/vocabularies/om-1.8/rem,rem
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_petasecond-time_squared,metre per petasecond squared
http://www.wurvoc.org/vocabularies/om-1.8/Lipophilicity,lipophilicity
http://www.wurvoc.org/vocabularies/om-1.8/True_distance_modulus,true distance modulus
http://www.w3.org/ns/td#Action,Action
http://www.wurvoc.org/vocabularies/om-1.8/millicandela,millicandela
http://w3id.org/saref#relatesToProperty,relates to property
http://w3id.org/saref#UnitOfMeasure,Unit of measure
http://www.wurvoc.org/vocabularies/om-1.8/Quantum_number_of_component_of_angular_momentum_along_the_symmetry_axis-for_linear_molecules-excluding_electron_and_nuclear_spin,"quantum number of component of angular momentum along the symmetry axis (for linear molecules, excluding electron and nuclear spin)"
http://www.wurvoc.org/vocabularies/om-1.8/kilobecquerel,kilobecquerel
http://www.wurvoc.org/vocabularies/om-1.8/Magnetic_moment,magnetic moment
http://www.wurvoc.org/vocabularies/om-1.8/Internal_conversion_coefficient,internal conversion coefficient
http://w3id.org/saref#MicroRenewable,Micro renewable
http://w3id.org/saref#EnergyEfficiency,EnergyEfficiency
http://www.wurvoc.org/vocabularies/om-1.8/yottabit,yottabit
http://w3id.org/saref#GetCurrentMeterValueCommand,Get current meter value command
http://www.wurvoc.org/vocabularies/om-1.8/petamole,petamole
http://www.wurvoc.org/vocabularies/om-1.8/Cut-off_wavelength,cut-off wavelength
http://www.wurvoc.org/vocabularies/om-1.8/gallon-US,gallon (US)
http://www.wurvoc.org/vocabularies/om-1.8/Relative_humidity,relative humidity
http://www.wurvoc.org/vocabularies/om-1.8/nanofarad,nanofarad
http://www.wurvoc.org/vocabularies/om-1.8/picometre,picometre
http://www.wurvoc.org/vocabularies/om-1.8/hectolumen,hectolumen
http://www.wurvoc.org/vocabularies/om-1.8/Dirac_ket_vector,Dirac_ket_vector
http://www.wurvoc.org/vocabularies/om-1.8/Altitude,altitude
http://www.wurvoc.org/vocabularies/om-1.8/attokelvin,attokelvin
http://www.wurvoc.org/vocabularies/om-1.8/candela_steradian,candela steradian
http://www.wurvoc.org/vocabularies/om-1.8/Declination,declination
http://www.wurvoc.org/vocabularies/om-1.8/Total_term,total term
http://www.wurvoc.org/vocabularies/om-1.8/Cause_end_of_vase_life_dry_leaves,cause end of vase life dry leaves
http://www.wurvoc.org/vocabularies/om-1.8/Catalytic_activity,catalytic activity
http://www.wurvoc.org/vocabularies/om-1.8/Specific_volume,specific volume
http://www.wurvoc.org/vocabularies/om-1.8/Molar_mass,molar mass
http://www.wurvoc.org/vocabularies/om-1.8/one_binary_digit,one binary digit
http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_concentration,amount of substance concentration
http://www.wurvoc.org/vocabularies/om-1.8/teracoulomb,teracoulomb
http://w3id.org/saref#isUsedFor,is used for
http://www.wurvoc.org/vocabularies/om-1.8/debye,debye
http://www.wurvoc.org/vocabularies/om-1.8/kinematic_viscosity-dimension,kinematic viscosity dimension
http://w3id.org/saref#LightingDevice,Lighting device
http://www.wurvoc.org/vocabularies/om-1.8/attolux,attolux
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_metre,mole per metre
http://www.wurvoc.org/vocabularies/om-1.8/megahertz,megahertz
http://www.wurvoc.org/vocabularies/om-1.8/amount_of_substance_concentration-dimension,amount of substance concentration dimension
http://www.wurvoc.org/vocabularies/om-1.8/terasievert,terasievert
http://www.wurvoc.org/vocabularies/om-1.8/Sound_power_level,sound power level
https://w3id.org/seas/connectionPointOf,connection point to
http://www.wurvoc.org/vocabularies/om-1.8/micropascal,micropascal
http://www.wurvoc.org/vocabularies/om-1.8/femtoweber,femtoweber
http://www.wurvoc.org/vocabularies/om-1.8/kilogram_per_mole,kilogram per mole
http://www.wurvoc.org/vocabularies/om-1.8/alternative_label,alternative label
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_femtometre,mole per femtometre
http://www.wurvoc.org/vocabularies/om-1.8/Specific_heat_capacity,specific heat capacity
http://www.wurvoc.org/vocabularies/om-1.8/Gaussian_system_of_units,Gaussian system of units
http://www.wurvoc.org/vocabularies/om-1.8/microgram_per_litre,microgram per litre
http://www.wurvoc.org/vocabularies/om-1.8/femtosteradian,femtosteradian
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_gram,gram per gram
http://www.wurvoc.org/vocabularies/om-1.8/solar_mass,solar mass
http://www.wurvoc.org/vocabularies/om-1.8/Unit_of_measure,unit of measure
http://www.wurvoc.org/vocabularies/om-1.8/Neutral_particle_temperature,neutral particle temperature
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_terametre,mole per terametre
http://www.wurvoc.org/vocabularies/om-1.8/Gravitational_constant,gravitational constant
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_millimetre,mole per millimetre
http://www.wurvoc.org/vocabularies/om-1.8/kilotesla,kilotesla
http://www.wurvoc.org/vocabularies/om-1.8/Electric_conductivity_tensor,electric conductivity tensor
http://www.wurvoc.org/vocabularies/om-1.8/exanewton,exanewton
http://www.wurvoc.org/vocabularies/om-1.8/South_Korean_won,South Korean won
http://www.wurvoc.org/vocabularies/om-1.8/White_light_magnitude_at_minimum_brightness,white light magnitude at minimum brightness
http://www.wurvoc.org/vocabularies/om-1.8/Angular_acceleration,angular acceleration
https://w3id.org/seas/Connection,Connection
http://www.wurvoc.org/vocabularies/om-1.8/kilometre_per_second-time,kilometre per second
http://www.wurvoc.org/vocabularies/om-1.8/decilux,decilux
http://www.w3.org/ns/td#Thing,Thing
http://www.wurvoc.org/vocabularies/om-1.8/yoctonewton,yoctonewton
http://www.wurvoc.org/vocabularies/om-1.8/Diameter-plane_angle,diameter (plane angle)
http://w3id.org/saref#hasMeterReadingType,has meter reading type
http://www.wurvoc.org/vocabularies/om-1.8/Electromotive_force,electromotive force
http://www.wurvoc.org/vocabularies/om-1.8/Electronic_term,electronic term
http://www.wurvoc.org/vocabularies/om-1.8/Acoustic_absorption_coefficient,acoustic absorption coefficient
http://www.wurvoc.org/vocabularies/om-1.8/Cell_density,cell density
http://www.wurvoc.org/vocabularies/om-1.8/teramole_per_litre,teramole per litre
http://www.wurvoc.org/vocabularies/om-1.8/Electron-ion_recombination_coefficient,electron-ion recombination coefficient
http://www.wurvoc.org/vocabularies/om-1.8/ampere,ampere
http://www.wurvoc.org/vocabularies/om-1.8/Reflectance,reflectance
http://www.wurvoc.org/vocabularies/om-1.8/millicoulomb,millicoulomb
http://www.wurvoc.org/vocabularies/om-1.8/millisievert,millisievert
http://www.wurvoc.org/vocabularies/om-1.8/therm-US,therm (US)
http://www.wurvoc.org/vocabularies/om-1.8/Starch_VA85_mass_fraction,starch VA85 mass fraction
http://www.wurvoc.org/vocabularies/om-1.8/Cardinal_scale,cardinal scale
http://www.wurvoc.org/vocabularies/om-1.8/Density_parameter_for_matter,density parameter for matter
http://www.wurvoc.org/vocabularies/om-1.8/Resistivity,resistivity
http://www.wurvoc.org/vocabularies/om-1.8/cubic_metre_per_kilogram,cubic metre per kilogram
http://www.wurvoc.org/vocabularies/om-1.8/luminous_flux-dimension,luminous flux dimension
http://www.wurvoc.org/vocabularies/om-1.8/micromole_per_litre,micromole per litre
http://w3id.org/saref#Notify,Notify
http://www.wurvoc.org/vocabularies/om-1.8/faraday,faraday
http://www.wurvoc.org/vocabularies/om-1.8/hectometre_per_second-time_squared,hectometre per second squared
http://www.wurvoc.org/vocabularies/om-1.8/volt_per_watt,volt per watt
http://www.wurvoc.org/vocabularies/om-1.8/Wave_vector,wave vector
http://www.wurvoc.org/vocabularies/om-1.8/decalux,decalux
http://www.wurvoc.org/vocabularies/om-1.8/zeptoradian,zeptoradian
http://www.w3.org/ns/td#mediaType,mediaType
http://www.wurvoc.org/vocabularies/om-1.8/Coefficients_in_the_expression_for_the_vibrational_term-for_polyatomic_molecules,coefficients in the expression for the vibrational term; for polyatomic molecules
http://www.wurvoc.org/vocabularies/om-1.8/Angular_displacement,angular displacement
http://www.wurvoc.org/vocabularies/om-1.8/Top_mass,top mass
http://www.wurvoc.org/vocabularies/om-1.8/picometre_per_second-time_squared,picometre per second squared
http://www.wurvoc.org/vocabularies/om-1.8/milligram_per_cubic_metre,milligram per cubic metre
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_kilometre,mole per kilometre
http://www.wurvoc.org/vocabularies/om-1.8/_419_527_on_the_Celsius_scale,419.527 on the Celsius scale
http://www.wurvoc.org/vocabularies/om-1.8/Potassium_sorbate_mass_fraction,potassium sorbate mass fraction
http://www.wurvoc.org/vocabularies/om-1.8/candela,candela
http://www.wurvoc.org/vocabularies/om-1.8/nanokatal,nanokatal
http://www.wurvoc.org/vocabularies/om-1.8/Binary_prefix,binary prefix
http://www.wurvoc.org/vocabularies/om-1.8/kilomole_per_metre,kilomole per metre
http://www.wurvoc.org/vocabularies/om-1.8/kilofarad,kilofarad
http://www.wurvoc.org/vocabularies/om-1.8/Gibbs_function,Gibbs function
http://www.wurvoc.org/vocabularies/om-1.8/degree_Fahrenheit,degree Fahrenheit
http://www.wurvoc.org/vocabularies/om-1.8/degree_Fahrenheit,degree Fahrenheit
http://www.wurvoc.org/vocabularies/om-1.8/Characteristic_function_of_Hamilton,characteristic function of Hamilton
http://www.wurvoc.org/vocabularies/om-1.8/petawatt,petawatt
http://www.w3.org/ns/sosa/isActedOnBy,is acted on by
http://www.wurvoc.org/vocabularies/om-1.8/Current_density_of_electrons,current density of electrons
http://www.wurvoc.org/vocabularies/om-1.8/British_thermal_unit-thermochemical,British thermal unit (thermochemical)
http://w3id.org/saref#hasPrice,has price
http://www.wurvoc.org/vocabularies/om-1.8/Spectral_luminous_efficiency,spectral luminous efficiency
http://www.wurvoc.org/vocabularies/om-1.8/_3_to_5_on_the_Kelvin_scale,3 to 5 on the Kelvin scale
http://www.wurvoc.org/vocabularies/om-1.8/Right_ascension,right ascension
http://www.wurvoc.org/vocabularies/om-1.8/microlux,microlux
http://w3id.org/saref#Smoke,Smoke
http://www.wurvoc.org/vocabularies/om-1.8/Absolute_bolometric_magnitude,absolute bolometric magnitude
http://www.wurvoc.org/vocabularies/om-1.8/reluctance-dimension,reluctance dimension
http://www.wurvoc.org/vocabularies/om-1.8/microgram,microgram
http://www.wurvoc.org/vocabularies/om-1.8/attodegree_Celsius,attodegree Celsius
http://www.wurvoc.org/vocabularies/om-1.8/thermodynamic_temperature-dimension,thermodynamic temperature dimension
http://www.wurvoc.org/vocabularies/om-1.8/Wavenumber,wavenumber
http://www.wurvoc.org/vocabularies/om-1.8/Spectral_luminous_efficacy,spectral luminous efficacy
http://www.wurvoc.org/vocabularies/om-1.8/yoctojoule,yoctojoule
http://www.wurvoc.org/vocabularies/om-1.8/microsiemens,microsiemens
http://www.wurvoc.org/vocabularies/om-1.8/Torque,torque
http://www.wurvoc.org/vocabularies/om-1.8/decimetre_per_second-time_squared,decimetre per second squared
http://www.wurvoc.org/vocabularies/om-1.8/Magnetic_moment_of_a_particle,magnetic moment of a particle
http://www.wurvoc.org/vocabularies/om-1.8/picocandela,picocandela
http://www.wurvoc.org/vocabularies/om-1.8/Number_manual_firmness,number manual firmness
http://www.wurvoc.org/vocabularies/om-1.8/femto,femto
http://w3id.org/saref#StartCommand,Start command
http://www.wurvoc.org/vocabularies/om-1.8/second-plane_angle,second (plane angle)
http://www.wurvoc.org/vocabularies/om-1.8/petapascal,petapascal
http://www.wurvoc.org/vocabularies/om-1.8/Quantum_efficiency,quantum efficiency
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_gigalitre,mole per gigalitre
http://www.wurvoc.org/vocabularies/om-1.8/zettasecond-time,zettasecond
http://www.wurvoc.org/vocabularies/om-1.8/microbecquerel,microbecquerel
http://www.wurvoc.org/vocabularies/om-1.8/exabecquerel,exabecquerel
http://www.wurvoc.org/vocabularies/om-1.8/dimension_one,dimension_one
http://www.wurvoc.org/vocabularies/om-1.8/British_thermal_unit-60_F,British thermal unit (60 °F)
http://w3id.org/saref#TemperatureUnit,Temperature unit
http://www.wurvoc.org/vocabularies/om-1.8/Compliance_tensor,compliance tensor
http://w3id.org/saref#OpenState,Open state
http://www.wurvoc.org/vocabularies/om-1.8/Thermal_diffusion_factor,thermal diffusion factor
http://www.wurvoc.org/vocabularies/om-1.8/centilumen,centilumen
http://www.wurvoc.org/vocabularies/om-1.8/volt_per_ampere,volt per ampere
http://www.wurvoc.org/vocabularies/om-1.8/Number_abscised_leaves,number abscised leaves
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_attometre,mole per attometre
http://www.wurvoc.org/vocabularies/om-1.8/Peak_wavelength,peak wavelength
http://w3id.org/saref#hasState,has state
http://www.wurvoc.org/vocabularies/om-1.8/acre-international,acre (international)
http://www.wurvoc.org/vocabularies/om-1.8/microgray,microgray
http://www.wurvoc.org/vocabularies/om-1.8/Half_life,half life
http://www.wurvoc.org/vocabularies/om-1.8/Transmittance,transmittance
http://www.wurvoc.org/vocabularies/om-1.8/teratesla,teratesla
http://www.wurvoc.org/vocabularies/om-1.8/Label_mass,label mass
http://www.wurvoc.org/vocabularies/om-1.8/Exchange_integral,exchange integral
http://www.wurvoc.org/vocabularies/om-1.8/hour,hour
http://www.wurvoc.org/vocabularies/om-1.8/decisievert,decisievert
http://www.wurvoc.org/vocabularies/om-1.8/calorie-20_C,calorie (20 °C)
http://www.wurvoc.org/vocabularies/om-1.8/Visual_albedo,visual albedo
http://www.wurvoc.org/vocabularies/om-1.8/exabyte,exabyte
http://www.wurvoc.org/vocabularies/om-1.8/Bolometric_magnitude,bolometric magnitude
http://w3id.org/saref#represents,represents
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_zettasecond-time,metre per zettasecond
http://www.wurvoc.org/vocabularies/om-1.8/fathom-US_survey,fathom (US survey)
http://www.wurvoc.org/vocabularies/om-1.8/mho,mho
http://www.wurvoc.org/vocabularies/om-1.8/cubic_micrometre,cubic micrometre
http://www.wurvoc.org/vocabularies/om-1.8/Singular_unit,singular unit
http://www.wurvoc.org/vocabularies/om-1.8/Superconductor_critical_transition_temperature,Superconductor critical transition temperature
http://www.wurvoc.org/vocabularies/om-1.8/Fundamental_translation_vectors_for_the_crystal_lattice,fundamental translation vectors for the crystal lattice
http://www.wurvoc.org/vocabularies/om-1.8/yottasecond-time,yottasecond
http://www.wurvoc.org/vocabularies/om-1.8/Brightness_temperature,brightness temperature
http://www.wurvoc.org/vocabularies/om-1.8/V_magnitude_at_maximum_brightness,V magnitude at maximum brightness
http://www.wurvoc.org/vocabularies/om-1.8/Townsend_electron_ionization_coefficient,Townsend electron ionization coefficient
http://www.wurvoc.org/vocabularies/om-1.8/megasiemens,megasiemens
http://w3id.org/saref#Pressure,Pressure
http://www.wurvoc.org/vocabularies/om-1.8/Power,power
http://www.wurvoc.org/vocabularies/om-1.8/z_range,z range
http://w3id.org/saref#Actuator,Actuator
http://www.wurvoc.org/vocabularies/om-1.8/cubic_metre_per_mole,cubic metre per mole
http://www.wurvoc.org/vocabularies/om-1.8/centidegree_Celsius,centidegree Celsius
http://www.wurvoc.org/vocabularies/om-1.8/Ionisation_temperature,ionisation temperature
http://www.wurvoc.org/vocabularies/om-1.8/Hydrophilicity,hydrophilicity
http://www.wurvoc.org/vocabularies/om-1.8/hectosievert,hectosievert
http://www.wurvoc.org/vocabularies/om-1.8/zettajoule,zettajoule
http://www.wurvoc.org/vocabularies/om-1.8/radian_per_second-time,radian per second
http://www.wurvoc.org/vocabularies/om-1.8/Euler_number,Euler number
http://w3id.org/saref#hasSensingRange,has sensing range 
http://www.wurvoc.org/vocabularies/om-1.8/Kerma,kerma
http://www.wurvoc.org/vocabularies/om-1.8/petagray,petagray
http://www.wurvoc.org/vocabularies/om-1.8/petalux,petalux
http://www.wurvoc.org/vocabularies/om-1.8/Tycho_broadband_magnitude,Tycho broadband magnitude
http://www.wurvoc.org/vocabularies/om-1.8/Stem_end_rot,stem end rot
http://www.wurvoc.org/vocabularies/om-1.8/nanosecond-time,nanosecond
http://www.wurvoc.org/vocabularies/om-1.8/Reduced_activity,reduced activity
http://www.wurvoc.org/vocabularies/om-1.8/Hole_number_density,hole number density
http://www.wurvoc.org/vocabularies/om-1.8/square_metre_per_gram,square metre per gram
http://www.wurvoc.org/vocabularies/om-1.8/terasecond-time_squared,terasecond squared
http://www.wurvoc.org/vocabularies/om-1.8/Osmotic_pressure,osmotic pressure
http://www.wurvoc.org/vocabularies/om-1.8/nanokatal_per_milligram,nanokatal per milligram
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_picolitre,gram per picolitre
http://www.wurvoc.org/vocabularies/om-1.8/picomole_per_metre,picomole per metre
http://www.wurvoc.org/vocabularies/om-1.8/Creation_operators,creation operators
http://www.wurvoc.org/vocabularies/om-1.8/petagram,petagram
http://www.wurvoc.org/vocabularies/om-1.8/weber_per_square_metre,weber per square metre
http://www.wurvoc.org/vocabularies/om-1.8/euro,euro
http://www.wurvoc.org/vocabularies/om-1.8/yottafarad,yottafarad
http://www.wurvoc.org/vocabularies/om-1.8/femtolumen,femtolumen
http://www.wurvoc.org/vocabularies/om-1.8/tonne_per_hectare,tonne per hectare
http://www.wurvoc.org/vocabularies/om-1.8/Cause_end_of_vase_life_nonturgid_flowers,cause end of vase life nonturgid flowers
http://www.wurvoc.org/vocabularies/om-1.8/calorie-International_Table,calorie (International Table)
http://www.wurvoc.org/vocabularies/om-1.8/Number_flowers,number flowers
http://www.wurvoc.org/vocabularies/om-1.8/acre-US_survey,acre (US survey)
http://www.wurvoc.org/vocabularies/om-1.8/I_magnitude,I magnitude
http://www.wurvoc.org/vocabularies/om-1.8/metre_per_terasecond-time,metre per terasecond
http://www.wurvoc.org/vocabularies/om-1.8/Column_number_density,column number density
http://www.wurvoc.org/vocabularies/om-1.8/_231_928_on_the_Celsius_scale,231.928 on the Celsius scale
http://www.wurvoc.org/vocabularies/om-1.8/kilomolair,kilomolair
http://www.wurvoc.org/vocabularies/om-1.8/Velocity_of_transverse_waves,velocity of transverse waves
http://www.wurvoc.org/vocabularies/om-1.8/nanogray,nanogray
http://www.wurvoc.org/vocabularies/om-1.8/square_terametre,square terametre
http://www.wurvoc.org/vocabularies/om-1.8/megamolair,megamolair
http://www.w3.org/ns/ssn/hasInput,has input
http://www.wurvoc.org/vocabularies/om-1.8/petakelvin,petakelvin
http://www.wurvoc.org/vocabularies/om-1.8/Whey_protein_aggregate_mass_fraction,whey protein aggregate mass fraction
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_kilolitre,gram per kilolitre
http://www.wurvoc.org/vocabularies/om-1.8/square_metre_per_square_metre,square metre per square metre
http://www.wurvoc.org/vocabularies/om-1.8/square_kilometre,square kilometre
http://www.wurvoc.org/vocabularies/om-1.8/Unit_matrix,unit matrix
http://www.wurvoc.org/vocabularies/om-1.8/hectonewton,hectonewton
http://www.wurvoc.org/vocabularies/om-1.8/Water_activity,water activity
http://www.wurvoc.org/vocabularies/om-1.8/power_density-dimension,power density dimension
http://www.wurvoc.org/vocabularies/om-1.8/b_magnitude,b magnitude
http://www.wurvoc.org/vocabularies/om-1.8/SI_mass_dimension_exponent,SI mass dimension exponent
http://www.wurvoc.org/vocabularies/om-1.8/kayser,kayser
http://www.wurvoc.org/vocabularies/om-1.8/Thermal_diffusivity,thermal diffusivity
http://www.wurvoc.org/vocabularies/om-1.8/reciprocal_hour,reciprocal hour
http://www.wurvoc.org/vocabularies/om-1.8/Inertia,inertia
http://www.wurvoc.org/vocabularies/om-1.8/nanosievert,nanosievert
http://www.wurvoc.org/vocabularies/om-1.8/zettavolt,zettavolt
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_zettalitre,gram per zettalitre
http://www.wurvoc.org/vocabularies/om-1.8/Peltier_coefficient_for_substances_a_and_b,Peltier coefficient for substances a and b
http://www.wurvoc.org/vocabularies/om-1.8/Richardson_constant,Richardson constant
http://www.wurvoc.org/vocabularies/om-1.8/attogram_per_litre,attogram per litre
http://www.wurvoc.org/vocabularies/om-1.8/Growth_rate,growth rate
http://www.wurvoc.org/vocabularies/om-1.8/Measurement_scale_category,measurement scale category
http://www.wurvoc.org/vocabularies/om-1.8/gigakatal,gigakatal
http://www.wurvoc.org/vocabularies/om-1.8/_approximately_17_on_the_Kelvin_scale,~17 on the Kelvin scale
http://www.wurvoc.org/vocabularies/om-1.8/Luminous_intensity,luminous intensity
http://www.wurvoc.org/vocabularies/om-1.8/mole_per_decilitre,mole per decilitre
http://www.wurvoc.org/vocabularies/om-1.8/gram_per_litre,gram per litre
http://www.wurvoc.org/vocabularies/om-1.8/centistokes,centistokes
http://www.wurvoc.org/vocabularies/om-1.8/Number_of_particles,number of particles
http://www.wurvoc.org/vocabularies/om-1.8/hectosecond-time_squared,hectosecond squared
https://w3id.org/seas/derivesFrom,derives from
http://www.wurvoc.org/vocabularies/om-1.8/deca,deca
http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_Staphylococcus_aureus_count,Staphylococcus aureus count (volumetric)
http://www.wurvoc.org/vocabularies/om-1.8/coulomb_per_square_metre,coulomb per square metre
http://w3id.org/saref#Task,Task
http://www.wurvoc.org/vocabularies/om-1.8/square_zettametre,square zettametre
https://w3id.org/seas/BalanceEvaluation,Balance Evaluation
http://www.w3.org/ns/sosa/Actuator,Actuator
http://www.wurvoc.org/vocabularies/om-1.8/Number_pulp_browning,number pulp browning
http://www.wurvoc.org/vocabularies/om-1.8/microhenry,microhenry
http://www.wurvoc.org/vocabularies/om-1.8/gigametre_per_second-time,gigametre per second
http://www.wurvoc.org/vocabularies/om-1.8/constant_current_that_produces_an_attractive_force_of_2e-7_newton_per_metre_of_length_between_two_straight_parallel_conductors_of_infinite_length_and_negligible_circular_cross_section_placed_one_metre_apart_in_a_vacuum,"constant current that produces an attractive force of 2e–7 newton per metre of length between two straight, parallel conductors of infinite length and negligible circular cross section placed one metre apart in a vacuum"
http://w3id.org/saref#EnergyMeter,Energy meter
http://www.wurvoc.org/vocabularies/om-1.8/mole_micrometre_reciprocal_square_centimetre,mole micrometre reciprocal square centimetre
http://www.wurvoc.org/vocabularies/om-1.8/gibibit,gibibit
http://www.wurvoc.org/vocabularies/om-1.8/nanogram,nanogram
http://www.wurvoc.org/vocabularies/om-1.8/exbibyte,exbibyte
http://www.wurvoc.org/vocabularies/om-1.8/Entropy_flow,entropy flow
http://www.wurvoc.org/vocabularies/om-1.8/radian_per_second-time_squared,radian per second squared
http://www.wurvoc.org/vocabularies/om-1.8/Absolute_activity,absolute activity
http://w3id.org/saref#hasValue,has value
http://www.wurvoc.org/vocabularies/om-1.8/hectokatal,hectokatal
http://www.wurvoc.org/vocabularies/om-1.8/centisiemens,centisiemens
http://www.wurvoc.org/vocabularies/om-1.8/kilohertz,kilohertz
http://www.wurvoc.org/vocabularies/om-1.8/_234_3156_on_the_Kelvin_scale,234.3156 on the Kelvin scale
http://www.wurvoc.org/vocabularies/om-1.8/dyne,dyne
http://www.wurvoc.org/vocabularies/om-1.8/Density_of_states,density of states
http://www.wurvoc.org/vocabularies/om-1.8/Modulus_of_elasticity,modulus of elasticity
http://www.wurvoc.org/vocabularies/om-1.8/microradian,microradian
http://www.wurvoc.org/vocabularies/om-1.8/permittivity-dimension,permittivity dimension
http://www.wurvoc.org/vocabularies/om-1.8/Madelung_constant,Madelung constant
